qid,text,relevant,answers
13634,us flag with black and white stripes and one blue stripe,-1,-
13638,how many fires are going on in southern california right now,-1,-
13643,how is a rate a measure of one quantity per unit of another quantity,-1,-
13658,how do you get inducted in the rock and roll hall of fame,-1,-
13677,diego rivera dream of a sunday afternoon in the alameda central,-1,-
13680,roberta flack killing me softly with this song,-1,-
13681,who owns the oil rigs in the gulf of mexico,-1,-
13683,who dubbed kung fu panda 3 in hindi,-1,-
13685,all languages follow the rules of a grammar. true false,-1,-
13690,who played mercy in orange is the new black,-1,-
13692,branches of medicine based on nature of treatment,-1,-
13711,what kind of poison killed romeo and juliet,-1,-
13713,is the empire state building taller than the eiffel tower,-1,-
13716,what is a violation of the public trust,-1,-
13721,everything you need to know about panic at the disco,-1,-
13723,why is a brain freeze called a brain freeze,-1,-
13727,what is the average size of an oyster,-1,-
13731,what made the united states and the soviet union emerge from the war as superpowers,-1,-
13732,does england have the right to bear arms,-1,-
13734,who played in the movie the greatest story ever told,-1,-
13751,how long did it take an ocean liner to cross the atlantic,-1,-
13757,what is the infectious stage of a fungus,-1,-
13762,what is the mass number of the isotope with the symbol 3717cl,-1,-
13764,who were the leaders in the battle of saratoga,-1,-
13766,when was the last time the 49ers went to the super bowl,-1,-
13784,when is ordinal scale coming out on netflix,-1,-
13791,where do the meths live in altered carbon,-1,-
13803,why is mayor poole on blue bloods in a wheelchair,-1,-
13821,the results of statements that have been compiled are called object code,-1,-
13825,what's the size of a plot of land,-1,-
13827,the new us territories of the philippines and hawaii provided new,-1,-
13830,when did the drinking age turn from 18 to 21,-1,-
13836,who maintained power in the governments of the colonies,-1,-
13842,praise god who has many names but the devil has many more,-1,-
13843,do all organisms that belong to the same class belong to the same order,-1,-
13845,which of the following was not a purpose of the propaganda campaign brainly,-1,-
13851,what are the two basic ingredients for the synthesis of thyroid hormone,-1,-
13854,which of the following formations is not a metamorphic unit in the llano region of central texas,-1,-
13877,who was the chief justice of the united states,-1,-
13878,when do wath comp go back to school,-1,-
13885,a part of the promoter called the tata box is said to be highly conserved,-1,-
13903,states in the six geopolitical zones in nigeria,-1,-
13907,when is the womens ice skating olympics 2018,-1,-
13916,are there more episodes of last tango in halifax,-1,-
13925,when did the daylight savings time come into effect in alberta,-1,-
13926,is there going to be a family guy season 17,-1,-
13929,the walking dead season 7 episode 11 wiki,-1,-
13947,who was the kid who played the grinch,-1,-
13979,two manners of articulation that do not occur in english,-1,-
13982,what is 36 as a product of prime,-1,-
13991,race car driver who won dancing with the stars,-1,-
14010,what molecule in plants captures energy from the sun,-1,-
14024,song only love her when you let her go,-1,-
14029,what do justices do in the supreme court,-1,-
14034,who went home from project runway last night,-1,-
14036,when was the last time a number one seed won the ncaa tournament,-1,-
14043,where does the last name moya come from,-1,-
14047,which of the following games playground has bonus line,-1,-
14075,how did they find the jersey shore cast,-1,-
14081,who are the baseball players in field of dreams,-1,-
14101,charlatans the only one i know lyrics meaning,-1,-
14105,history of hymn what a friend we have in jesus,-1,-
14110,who was the band that played in the movie road house,-1,-
14145,manchester city’s top premier league scorer this season,-1,-
14150,who plays the girl in the sandlot 2,-1,-
14181,there is no more massive member of group 2,-1,-
14194,where do the great treasures of ancient art belong,-1,-
14196,which of the following is a keyword in java,-1,-
14206,what is the role set of a student,-1,-
14217,contestants on sean's season of the bachelor,-1,-
14232,in the archie comics who does archie end up with,-1,-
14247,best players in ncaa basketball 10 video game,-1,-
14248,can you use a butterfly needle for an iv,-1,-
14257,factors that lead to the war of 1812,-1,-
14259,do you need visa to go to taiwan,-1,-
14260,who holds most of the world's wealth,-1,-
14263,girl don't go away mad by motley crue,-1,-
14264,who plays patroclus in troy fall of a city,-1,-
14278,paul mccartney and wings band on the run album,-1,-
14298,where is 12 pack from i love new york from,-1,-
14299,how did goat island nz get its name,-1,-
14307,the chain of command of the united states,-1,-
14308,anatomical differences between old world and new world monkeys,-1,-
14321,is merrill lynch the same as merrill edge,-1,-
14325,who knows where the time goes judy collins,-1,-
14332,how to train your dragon book why dragons are no more,-1,-
14334,what were the wto riots in seattle about,-1,-
14337,did donna have a little sister on that 70s show,-1,-
14345,who plays petyr baelish on game of thrones,-1,-
14375,when does the hundred foot journey take place,-1,-
14378,has the la dogers ever won a world series,-1,-
14392,what is the theme of fablehaven book 1,-1,-
14417,how does separation of the record keeping function from custody of assets,-1,-
14423,list of lieutenant generals in the united states army,-1,-
14443,where can jah be found in the bible,-1,-
14450,who can attend the meeting of both houses of parliament without being a member,-1,-
14454,how many ounces in a mini bottle of liquor,-1,-
14466,what are the movies up for oscars 2018,-1,-
14469,who is the producer of why dont we,-1,-
14492,song i can do anything better than you can,-1,-
14502,lego dc comics super heroes the flash age rating,-1,-
14505,is 4matic the same as 4 wheel drive,-1,-
14516,what time do korean students go to school,-1,-
14521,how many views does it take to go viral on facebook,-1,-
14526,south park fractured but whole number of days,-1,-
14535,where am i and where am i going,-1,-
14537,complete the timeline of significant events in the history of political parties in texas,-1,-
14542,when it is cold the cremaster muscle relaxes and the testicles are lowered away from the body,-1,-
14544,who will be the next in line if vice mayor dies,-1,-
14572,george jones who's gonna fill their shoes meaning,-1,-
14594,who do the los angeles rams play sunday,-1,-
14599,what harry potter movie came out in 2008,-1,-
14605,battle at helm's deep lord of the rings,-1,-
14611,what breed is the dog on the cesar commercial,-1,-
14612,what age does high school start in australia,-1,-
14629,what is the purpose of the vietnam war,-1,-
14638,who played gillian in last tango in halifax,-1,-
14648,how long will it take me to get to portland oregon,-1,-
14655,what was the elevation of the land where coronado crossed the rio grande,-1,-
14665,current president of all countries in the world,-1,-
14682,what were the battles of the war of 1812,-1,-
14686,which of the following is a cluster b personality disorder in the dsm-5,-1,-
14697,list of towns in county armagh northern ireland,-1,-
14698,a place to call home season 2 episode 11,-1,-
14705,who was the first quarterback for the new orleans saints,-1,-
14719,why is the venus de medici significant in the history of greek art,-1,-
14723,the method of dialysis used with a portable system is,-1,-
14737,where is the nucleoplasm located in an animal cell,-1,-
14744,when does jim puts andy's phone in the ceiling,-1,-
14749,when did colorado become a right to work state,-1,-
14756,what is the difference between an fbi agent and a detective,-1,-
14761,kuch rang pyar ke aise bhi colors tv,-1,-
14763,how do you get the cost of goods sold,-1,-
14772,complete the mechanism for the reaction of pent-2-one,-1,-
14773,where did they film suite life of zack and cody,-1,-
14776,protein identification the origins of peptide mass fingerprinting,-1,-
14785,who wrote i don't want alot for christmas,-1,-
14802,symptoms of too much fluoride in the body,-1,-
14803,who sang put the lime in the coconut in practical magic,-1,-
14818,what does mb stand for in file size,-1,-
14821,frist center for the visual arts broadway nashville tn,-1,-
14827,how does our identity as a multicultural country impact on the following areas,-1,-
14828,who is the actor that plays jack in the box,-1,-
14833,were the villages in florida hit by the hurricane,-1,-
14846,when was the first electronic cash register invented,-1,-
14871,how many matches are in a wwe live event,-1,-
14873,how many seasons of goliath are there on amazon,-1,-
14895,what is the quality of life like in china,-1,-
14904,when does united states of tara season 4 start,-1,-
14909,what types of organisms go through anaerobic respiration,-1,-
14944,what is the difference between a janitor and a cleaner,-1,-
14955,why was it important to have illustrated manuscripts of the bible,-1,-
14960,what are the provisions of companies act 2013,-1,-
14981,who is signed to death row records 2017,-1,-
14986,what is bound in heaven will be bound on earth,-1,-
15001,mandal wise villages list in east godavari district,-1,-
15007,where does the formation of gametes take place,-1,-
15018,when did the ottoman empire start and end,-1,-
15019,which of the following stations has all the three gauges viz. broad metre and narrow,-1,-
15021,who sings the 80 song stay with me,-1,-
15022,how many goals have arsenal scored in the premier league,-1,-
15030,where does the last name brock come from,-1,-
15054,the secret life of walter mitty james thurber pdf,-1,-
15056,who sang step by step in the 80s,-1,-
15063,census regions and division of the united states,-1,-
15071,why did the vikings venture outside of scandinavia,-1,-
15077,which of this following is not an activity typically performed by robots in the automotive industry,-1,-
15093,what are the layers of the earth and its definition,-1,-
15097,matilda she take me money and run venezuela,-1,-
15100,the leadenhall building 122 leadenhall street london ec3v 4ab uk,-1,-
15101,can they use recipes on holiday baking championship,-1,-
15104,where did the tom turkey get its name,-1,-
15110,who sings the song amy what you want to do,-1,-
15112,difference in function between rough and smooth endoplasmic reticulum,-1,-
15115,where was the first nfl football game ever played,-1,-
15124,where did dry as a bone come from,-1,-
15158,where did the symbol for carbon come from,-1,-
15161,certified copy of an entry of birth england,-1,-
15168,when is the new keeping up with the kardashians airing,-1,-
15179,did anyone survive the volcano eruption in pompeii,-1,-
15189,how many seasons of blindspot are on hulu,-1,-
15192,how does the word crucible related to the book crucible,-1,-
15204,who sings ride with me with florida georgia line,-1,-
15210,the taxable resources of a government jurisdiction are known as,-1,-
15214,when is the next series of the dumping ground coming out,-1,-
15232,what speed is the surface current near tokyo,-1,-
15245,the brave little toaster to the rescue wittgenstein,-1,-
15254,when do they find out cole is the source,-1,-
15258,what was the 9th resolution of the declaration of sentiments,-1,-
15259,look what you made me do taylor wikipedia,-1,-
15260,which of the following is not a function of the peer group,-1,-
15261,how many different fast food restaurants are there in the us,-1,-
15270,police flag day is celebrated on which date,-1,-
15283,an acid which is not an oxidising agent,-1,-
15289,the most common form of periodontal disease is quizzn,-1,-
15290,who played aragon in lord of the rings,-1,-
15298,city that rivals sydney australia as the commercial capital of the country,-1,-
15299,who was pocahontas husband in the disney movie,-1,-
15303,what were key resources exploited by colonial settlers in new england,-1,-
15315,when will the holy door be opened again,-1,-
15325,which of the following countries of southwest asia and north africa has the most diversified economy,-1,-
15329,and you and you are gonna love me,-1,-
15330,• what is the formula to calculate radiation resistance for standard dipole antenna,-1,-
15332,which of the following is another name for a tropical rainforest,-1,-
15333,who stars in real housewives of beverly hills,-1,-
15335,is there going to be a bates motel season 6,-1,-
15348,is columbia presbyterian hospital the same as new york presbyterian,-1,-
15356,are you the one season 6 first match ceremony,-1,-
15359,plot in the story of a day in a country,-1,-
15362,why is it important to know the discharge of a river,-1,-
15365,when does ross live in monica's apartment,-1,-
15369,where is pineapple express supposed to take place,-1,-
15374,roy orbison and k d lang crying song,-1,-
15381,when does jane find out who her father is,-1,-
15395,where do the arizona cardinals play this week,-1,-
15428,when was the sir robert bond bridge built,-1,-
15447,unable to build nests or care for their young,-1,-
15457,the disappearance of forest elephants would have an adverse effect on which type of plants,-1,-
15466,of the following who never served as president of the republic of texas,-1,-
15495,show me the cast of the young and the restless,-1,-
15498,the wave length of radio wave is 1m its frequency is,-1,-
15504,legends of chamberlain heights season 2 ep 11,-1,-
15514,who said those who live in glass houses,-1,-
15516,what is the payload of the falcon heavy rocket,-1,-
15525,who is the man in the high tower,-1,-
15537,who sings the song loving you is easy,-1,-
15551,where do most of the worlds living things live,-1,-
15557,where's jack in when calls the heart,-1,-
15558,where is the acc championship game being played tonight,-1,-
15561,who makes the most money in a film,-1,-
15562,how many years is a life sentence in delaware,-1,-
15568,is martin freeman in season 2 of fargo,-1,-
15581,this diagram explains the levels of government that affect arizona,-1,-
15583,what does negan mean in the walking dead,-1,-
15586,na+ channels open when the threshold of excitation,-1,-
15605,use of public transport to avoid pollution importance of project,-1,-
15607,grey's anatomy the episode with the bomb,-1,-
15608,what happens in a mixture (write two sentences that state what happens in a mixture.),-1,-
15609,who do the patriots play on november 5,-1,-
15619,what is the perfect height for a model,-1,-
15620,when does new season of star trek discovery start,-1,-
15622,sand is usually found in the load of a stream,-1,-
15625,the maintenance and welfare of parents and senior citizens act,-1,-
15628,percy jackson and the olympians the son of neptune,-1,-
15631,who works in a museum or wildlife in a zoo aquarium and nature center,-1,-
15633,how to determine the anode in a voltaic cell,-1,-
15635,where did the carbon dioxide come from in the interactive,-1,-
15639,who said it's a jungle out there,-1,-
15640,saint who declared the new testament lies hidden in the old,-1,-
15645,when do they blow the shofar on the feast of trumpets,-1,-
15647,when does mlb resume after all star break,-1,-
15651,do all eu countries have to use the euro,-1,-
15656,can i watch canadian tv in the us,-1,-
15666,where does the expression pendaison de crémaillère come from,-1,-
15691,where does brown fall on the color wheel,-1,-
15702,who authored both on architecture and on painting the first renaissance text on art theory,-1,-
15704,who maintained law and order throughout japan and negotiated peace,-1,-
15711,what badges do you need for eagle scout,-1,-
15719,what is the movie brother where art thou about,-1,-
15732,what are the goals of the us chamber of commerce,-1,-
15736,botswana was the 10th african country to gain independence,-1,-
15749,the silk road linked the han at chang'an with,-1,-
15770,berlin - take my breathe away theme from top gun,-1,-
15775,how did arts change as a result of the enlightenment,-1,-
15785,how hot are coals in a wood fire,-1,-
15790,what jobs can you get with a police caution,-1,-
15797,how many crackers can you eat in 1 minute,-1,-
15798,when do annie and liam start hanging out,-1,-
15806,high-level radioactive waste requires deep burial because it is explosive,-1,-
15819,what is meant by manram during sangam age,-1,-
15833,what values are associated with the healthy population,-1,-
15835,type of volcanic eruption is mostly observed in the philippines,-1,-
15836,ministry of textiles government of india new delhi,-1,-
15839,where is the seven deadly sins found in the bible,-1,-
15858,the principal source of earth’s atmosphere is,-1,-
15861,what was the basic message of the 2nd great awakening,-1,-
15868,who benefited from the industrial revolution in britain,-1,-
15872,roads in new brunswick that start with z,-1,-
15885,what factors helped the european economy to expand in the high middle ages,-1,-
15902,from what god is the name egypt derived,-1,-
15904,how many views does justin bieber baby have on youtube,-1,-
15906,what is meant by obstructing the field in cricket,-1,-
15920,explain (1) what communication satellites do and describe (2) why are they able to do it,-1,-
15921,making the team dallas cowboys cheerleaders season 12,-1,-
15933,which countries can you visit with an american passport,-1,-
15935,how does venus rate in terms of other planets,-1,-
15942,lay your hands on me boom boom satellites music video,-1,-
15954,who played the voice in field of dreams,-1,-
15955,the story of lover's leap in jamaica,-1,-
15960,the epididymis is a tube in which sperm cells mature,-1,-
15975,which of these elements was not possessed by the great mesoamerican city of teotihuacan,-1,-
15980,glory glory hallelujah when i lay my burden down,-1,-
15990,what is the main sign that your metallic substance is turning into calx,-1,-
15995,how many episodes of er was george clooney in,-1,-
16020,when does the snow melt in north dakota,-1,-
16022,italian fashion designer who initially specialized in menswear,-1,-
16034,explain the significance of the reduced mitochondria of the microsporidia,-1,-
16041,when does it start getting hot in dubai,-1,-
16047,miss mary mack mack mack all dressed in black black black with silver buttons,-1,-
16057,yo come on move this shake that body,-1,-
16070,what channel is the disney channel on fios,-1,-
16084,for the first part of the country's history american foreign policy,-1,-
16092,what is the packing factor of sic in that structure,-1,-
16094,who sang rain drops keep falling on my head,-1,-
16096,when was laser eye surgery invented and for what purpose,-1,-
16100,big data and the components of business intelligence,-1,-
16124,when was the last time a hurricane made landfall in the us,-1,-
16130,i'm just a kid my life is a nightmare,-1,-
16135,india is the pivot of our empire meaning,-1,-
16141,in the conventional dichotic listening test of language lateralization on each trial,-1,-
16148,what does shubin call the regulatory gene that controls the body segments,-1,-
16150,the 1848 discovery of gold in the sacramento valley led to all of the following except,-1,-
16153,when do students go back to school after mid winter break,-1,-
16155,what is the difference between pvc and pvdc,-1,-
16160,where did the name cape town come from,-1,-
16161,whats the deal between north and south korea,-1,-
16168,pop stars who have appeared in coronation street,-1,-
16170,privileges or immunities clause of the 14th amendment,-1,-
16180,cuba is famous for which of the following industries,-1,-
16184,when is bring it season 5 episode 7 coming on,-1,-
16200,who has played at the half moon putney,-1,-
16206,where does how i met your mother take place in nyc,-1,-
16226,what is one note and how does it work,-1,-
16227,where does putting two fingers up come from,-1,-
16228,where is bruno from dancing with the stars,-1,-
16229,where did the name penny mustard come from,-1,-
16247,who was sold for 20 pieces of silver,-1,-
16251,who does the voice of fart in rick and morty,-1,-
16273,is the movie the accountant based on a book,-1,-
16275,how many championships did kobe win after shaq,-1,-
16276,do foreigners need a visa to visit puerto rico,-1,-
16280,list of indian states by population growth rate,-1,-
16281,explain the most dangerous aspect of copy editing,-1,-
16284,i'm glad i'm not a kennedy,-1,-
16298,short notes on characters of merchant of venice,-1,-
16306,donny and marie leaving it all up to you,-1,-
16309,religious toleration becomes the law in maryland answers,-1,-
16310,chromolithograph led to the ability to do all of the following except,-1,-
16312,the herd with colin cowherd i heart radio,-1,-
16316,south african spider with black and yellow legs,-1,-
16321,who played charlie barosky on sons of anarchy,-1,-
16326,how many astronauts has nasa sent into space,-1,-
16327,the mechanism of action of amantadine in parkinson's a review,-1,-
16331,song tie a yellow ribbon round the old oak tree,-1,-
16336,which of the following led to the end of the neo sumerian empire,-1,-
16344,the petals mentioned in pound's poem about the metro,-1,-
16375,when was australia ruled by the british empire,-1,-
16376,when were taxes implemented in the united states,-1,-
16381,list of fungi that cause disease in humans,-1,-
16382,v1 and v2 rockets in world war 2,-1,-
16386,where can i travel with a ukrainian passport,-1,-
16401,what happens at the end of where the wild things are,-1,-
16412,the centers for medicare & medicaid services (cms,-1,-
16416,the hurry and the harm city and colour,-1,-
16432,when did the university of pennsylvania go coed,-1,-
16439,india top the world in production of which metal,-1,-
16440,when do england play cricket in the west indies,-1,-
16454,who dies in the movie truth or dare,-1,-
16458,when does the second fallen movie come out,-1,-
16467,vishveshwarya institute of engineering and technology greater noida,-1,-
16476,all episodes of avatar the last airbender in order,-1,-
16481,list of low level and high level languages,-1,-
16494,from what perspective is the singer describing specific events in the song of what a wonderful world,-1,-
16495,where is im a celebrity get me outta here filmed,-1,-
16545,what system does the sec require companies to use when preparing financial statements,-1,-
16551,who are the actors in god is not dead,-1,-
16554,who pkays rebeccas mother on this is us,-1,-
16565,who did dallas cowboys beat in the super bowl,-1,-
16571,who sang in the new beauty and the beast,-1,-
16573,i have small red veins on my legs,-1,-
