qid	text	relevant	answers
433	what does it mean to stress a syllable	20094,20094	Stress or accent is relative emphasis or prominence given to a certain syllable in a word, or to a certain word in a phrase or sentence.  This emphasis is typically caused by such properties as increased loudness and vowel length, full articulation of the vowel, and changes in pitch.  When emphasis is produced through pitch alone, it is called pitch accent, and when produced through length alone, it is called quantitative accent.  When caused by a combination of various intensified properties, it is called stress accent or dynamic accent; English uses what is called variable stress accent.::In linguistics , and particularly phonology , stress or accent is relative emphasis or prominence given to a certain syllable in a word , or to a certain word in a phrase or sentence .
434	list of top 50 companies ceo names and chairmans 2018	-1	-
435	which 2d shape has the most number of axes of symmetry	-1	-
436	where in the constitution is the concept of federalism established	-1	-
437	where does the tv show bellvue take place	-1	-
438	which sequence of events would make a sedimentary rock	-1	-
439	what is the difference between dpt and tdpt	5927	A Doctor of Physical Therapy (DPT) degree is a post-baccalaureate degree that takes 7 years to complete.  A Transitional Doctor of Physical Therapy Degree is offered for those who already hold a professional Bachelor or Master of Physical Therapy (PT or MPT) degree. The DPT degree currently prepares students to be eligible for the PT license examination.
440	who is generally regarded as the father of american psychology	-1	-
441	who plays jax's sister in sons of anarchy	-1	-
442	what is the role of the prime minister in canada	2207,2207	Prime Minister of Canada is responsible for advising the Crown on how to exercise the Royal Prerogative and its executive powers. It carries out duties ascribed to the sovereign or governor general, leaving the latter to act in predominantly ceremonial fashions, controls the appointments of many key figures in Canada 's system of governance, and plays a prominent role in the legislative process -- with the majority of bills put before parliament originating in the Cabinet -- and the leadership of the Canadian Armed Forces.::Prime Minister of Canada is responsible for advising the Crown on how to exercise the Royal Prerogative and its executive powers, carries out duties ascribed to the sovereign or governor general, controls the appointments of many key figures in Canada 's system of governance, and plays a prominent role in the legislative process -- with the majority of bills put before parliament originating in the Cabinet -- and the leadership of the Canadian Armed Forces.
443	who is the author of the analects of confucius	4752	According to Ban Gu, writing in the Book of Han, the Analects originated as individual records kept by Confucius's disciples of conversations between the Master and them, which were then collected and jointly edited by the disciples after Confucius's death in 479 BC. This broadly forms the traditional account of the genesis of the work accepted by later generations of scholars, for example the Song dynasty neo-Confucian scholar Zhu Xi stated that Analects is the records of Confucius's first - and second - generation pupils. The view however was challenged by Qing dynasty philologist Cui Shu who argued on linguistic ground that the last five books are much later than the rest of the work. Because no texts of the Analects have been discovered earlier, and because the Analects was not referred to by name in any existing source before the early Han dynasty, some scholars have proposed dates as late as 140 BC for the text's compilation.
444	what are the three components of the fire triangle	1968,1968	Heat , fuel , and an oxidizing agent ( usually oxygen ) are the three  components of the fire triangle.::The fire triangle consists of the three elements that a fire needs to ignite: heat, fuel, and an oxidizing agent (usually oxygen).
445	list the main accounting professional bodies that exist in vietnam	-1	-
446	when did the last person land on the moon	-1	-
447	when is the solar eclipse passing through kentucky	-1	-
448	who said i have just begun to fight	-1	-
449	who is on keeping up with the kardashians	21652	The series focuses mainly on sisters Kourtney , Kim , and Khloé Kardashian and their half - sisters Kendall and Kylie Jenner, but also features Kris and Caitlyn Jenner (former Bruce Jenner), brother Rob Kardashian, as well as Kourtney's boyfried Scott Disick, and Khloe's ex-husband, Lamar Odom. \nCameo appearances by Caitlyn 's son Brody and his wife  Leah . Part of the show have also been Kim 's friend Jonathan Cheban and Khloé 's friend Malika Haqq.
450	who played professor proton on big bang theory	-1	-
451	who pays taxes a short introduction to tax incidence	20951	In economics , tax incidence or tax burden is the analysis of the effect of a particular tax on the distribution of economic welfare .\nTax incidence is said to `` fall '' upon the group that ultimately bears the burden of , or ultimately has to pay , the tax .
452	where is the original london bridge now located	8023,8027,8023	London Bridge is in Lake Havasu City, Arizona now.::London Bridge was dismantled in 1967 and relocated to Lake Havasu City, Arizona.
453	can i get kiss fm in my car	-1	-
454	which of the following events led most directly to the end of world war ll in europe	-1	-
455	where are stem cells found in our body	-1	-
456	who was jim thorpe and what did he do	16035,16035	James Francis Thorpe, a member of the Sac and Fox Nation , was the first Native American to win a gold medal for his home country .  He also played American football ( collegiate and professional ) , professional baseball , and basketball .::James Francis Thorpe, a member of the Sac and Fox Nation, was an American athlete and Olympic gold medalist. He was the first Native American to win a gold medal for his home country . He also played American football ( collegiate and professional ) , professional baseball , and basketball .
457	percentage of organised and unorganised sector in india	21294,21294	In 2012 , there were around 487 million workers in India.\nOf these over 94 percent work in unincorporated , unorganized enterprises ranging from pushcart vendors to home - based diamond and gem polishing operations .\nIn 2008 , the organized sector employed 27.5 million workers , of which 17.3 million worked for government or government owned entities .::In 2012, over 94 percent of the 487 million workers in India work in unorganized enterprises. In 2008, 27.5 million workers were employed by the organised sector.
458	what term is used to describe inflammation of the lung	-1	-
459	which of the following is an action of the latissimus dorsi muscle	-1	-
460	what is the atomic mass and atomic number	4214	The mass number, also called atomic mass number or nucleon number, is the total number of protons and neutrons in an atomic nucleus, and it determines the atomic mass of atoms.  The atomic number denotes the number of protons in a nucleus, and thus uniquely identifies an element.
461	how did the venus flytrap get its name	4536	Upon anything touching the leaves, or falling between them, the plant instantly close like a spring trap, and confine any insect or anything that falls between them.  To this surprising plant I have given the name of Fly trap Sensitive.
462	when is the silver chair narnia movie coming out	-1	-
463	meaning of the breaking of the glass at a jewish wedding	9287,9287	The origin of this custom is unknown, although many reasons have been given.  The primary reason is that joy must always be tempered.  This is based on two accounts in the Talmud of rabbis who, upon seeing that their son's wedding celebration was getting out of hand, broke a vessel--in the second case a glass--to calm things down. \n Another explanation is that it is a reminder that despite the joy, Jews still mourn the destruction of the Temple in Jerusalem.  Many other reasons have been given by traditional authorities.::The primary reason is that joy must always be tempered. This is based on two accounts in the Talmud of rabbis who, upon seeing that their son's wedding celebration was getting out of hand, broke a vessel--in the second case a glass--to calm things down. Another explanation is that it is a reminder that despite the joy, Jews still mourn the destruction of the Temple in Jerusalem.
464	why did the us send aid to greece and turkey in 1947	21177	Truman claims that because totalitarian regimes coerced free peoples , they automatically represented a threat to international peace and the national security of the United States. He argued that if Greece and Turkey did not receive the aid, they would inevitably fall to communism with grave consequences throughout the region.
465	when does karev die in grey's anatomy	-1	-
466	where does water go after it enters a storm drain	14083,14083	Most drains have a single large exit at their point of discharge into a canal , river , lake , reservoir , sea or ocean, as well as discharge into man - made excavations known as recharge basins or retention ponds .::Most drains have a single large exit at their point of discharge ( often covered by a grating ) into a canal , river , lake , reservoir , sea or ocean . Small storm drains may discharge into individual dry wells . Storm drains may be interconnected using slotted pipe , to make a larger dry well system . Storm drains may discharge into man - made excavations known as recharge basins or retention ponds .
467	what time is nbc nightly news on in california	-1	-
468	is call of duty and black ops the same thing	15701,15707,15722	No.  Call of Duty: Black Ops is the seventh title in the Call of Duty series and serves as the sequel to Call of Duty: World at War.
469	importance of events in history in apartheid museum	-1	-
470	who were the dadaists and what did they do	2247	Dadaist includes artists who rejected the logic, reason, and aestheticism of modern capitalist society, instead expressing nonsense, irrationality, and anti-bourgeois protest in their works. Dadaist artists expressed their discontent with violence, war, and nationalism, and maintained political affinities with the radical left.
471	difference between press fit and threaded bottom bracket	-1	-
472	can a ucc be filed on an individual	-1	-
473	is australia the largest island in the world	-1	-
474	where does the saying like a boss come from	-1	-
475	a resolution on the rights of minorities by congress was initiated by	-1	-
476	why did walt disney create the walt disney company	-1	-
477	which sport awards the oldest trophy in international sports	7654	The America 's Cup is the oldest international sporting trophy awarded to the winner of the America 's Cup match races between two sailing yachts.
478	where did the idea of walmart come from	1797,1797	At some point Sam Walton made the decision to achieve higher sales volumes by keeping sales prices lower than his competitors by reducing his profit margin . Walton 's assistant , Bob Bogle , came up with the name `` Wal - Mart '' for the new chain .::Sam Walton came up with the idea of achieving higher sales volumes by keeping sales prices lower than his competitors by reducing his profit margin.
479	indian tribes that walked the trail of tears	4064	The Trail of Tears was a series of forced relocations of Native American peoples from their ancestral homelands in the Southeastern United States , to areas to the west ( usually west of the Mississippi River ) that had been designated as Indian Territory.  They included  members of the Cherokee , Muscogee ( Creek ) , Seminole , Chickasaw , Choctaw , and Ponca nations .
480	gamers guide to pretty much everything season 2 episode 4	-1	-
481	the surface tension of pure water will increase	-1	-
482	who does the we have the meats voice	-1	-
483	when does the school year end in america	-1	-
484	who was the doctor that led the research on cte and was criticized by the nfl	16067,16067	Bennet Omalu published his findings on  ``Chronic Traumatic Encephalopathy in a National Football League Player.'' in the journal of Neurosurgery.  The paper received little attention initially , but members of the NFL 's Mild Traumatic Brain Injury Committee later called for its retraction, characterizing Omalu's description of CTE as "completely wrong".::Bennet Omalu and colleagues of the Department of Pathology at the University of Pittsburgh published his findings on ``Chronic Traumatic Encephalopathy in a National Football League Player.'' in the journal of Neurosurgery. In 2006 members of the NFL 's Mild Traumatic Brain Injury ( MTBI ) Committee later called for its retraction,, calling the paper completely wrong.
485	when do other cultures celebrate the new year	-1	-
486	description of helena in a midsummer night's dream	-1	-
487	let's dance and shout shake your body down to the ground	-1	-
488	what is windows defender and what does it do	-1	-
489	where was you're only young twice filmed	-1	-
490	what episode did jimmy get shot in degrassi	4460	In Time Stands Still (Degrassi: The Next Generation), after being humiliated during the ``Whack Your Brain'' contest and being coated in feathers and paint, Rick comes back to school. Rick is tricked into thinking the prank was Jimmy's idea, and he recommits to revenge. He sees Jimmy in a now empty hallway and shoots him in the back.::In  part two of Time Stands Still, Rick is tricked into thinking the prank was Jimmy's idea, and he recommits to revenge. He sees Jimmy in a now empty hallway and shoots him in the back.
491	if a system is well balanced which one of the following changes usually calls	-1	-
492	what does it mean when someone says the elephant in the room	1983,1983	Elephant in the room is a metaphorical idiom for an obvious problem or risk that no one wants to discuss .::Elephant in the room is an English-language metaphorical idiom for an obvious problem or risk that no one wants to discuss.
493	who does the voice of plankton from spongebob	1384,1385,1384,1385,1386	Mr. Lawrence is known for his role as the voice  of Sheldon Plankton on SpongeBob SquarePants.::Mr. Lawrence gives the voice of Plankton in SpongeBob SquarePants.
494	what is the best height for a soccer player	20145	In association football, or soccer, a player's height may somewhat determine the position that they play; however, people of all heights have an equal opportunity to excel professionally at the sport. Goalkeepers, centre backs and "target" heading forwards tend to be taller, while players in wide and attacking positions tend to be shorter. There is an overwhelming tendency for the 11-most picked players in a squad to be shorter than their teammates.
495	who is the only bowler to take hattrick in test cricket	-1	-
496	where do they shoot guy's grocery games	15607	Guy's Grocery Games Season 1 was shot inside of an actual grocery store , Field 's Market in West Hills , California. For Season 2 , the market was built in a 15,500 square foot warehouse in Santa Rosa , CA.
497	how did peaks of otter get its name	-1	-
498	where does sadness come from in the brain	11917	According to the American Journal of Psychiatry, sadness has been found to be associated with ``increases in bilateral activity within the vicinity of the middle and posterior temporal cortex, lateral cerebellum, cerebellar vermis, midbrain, putamen and caudate.'' In a study that induced sadness in subjects by showing emotional film clips, the feeling was correlated with significant increases in regional brain activity, especially in the prefrontal cortex, in the region called Brodmann's area 9, and the thalamus.
499	beginning to be a bit of an acronym	-1	-
500	what do the colours on the olympic rings represent	20123,20123	The colors of the rings together with the white of the background included the colors composing every competing nation's flag at the time when the symbol was designed by Baron Pierre de Coubertin in 1912.::The rings are five interlocking rings , colored blue , yellow , black , green and red on a white field, representing the five participating continents : Africa , Asia , America , Australia and Europe.
501	who is the main character in black midas	-1	-
502	who plays nikki in need for speed carbon	-1	-
503	what did dee loc steal in the wash	-1	-
504	what is the doll in the garden about	-1	-
505	where are nimbus clouds found in the sky	3616	Nimbostratus has a diffuse cloud base generally found anywhere from near surface in the low levels to about 3,000 m in the middle level of the troposphere.   Though found worldwide, nimbostratus occurs more commonly in the middle latitudes.
506	what are the two main forms of general-purpose local government in the united states	27997	Most states have at least two tiers of local government : counties and municipalities. The types and nature of these municipal entities varies from state to state.
507	what medals did usa win in figure skating	-1	-
508	where does the penobscot river start and end	10585	The Penobscot River arises from four branches in several lakes in north - central Maine.\nAfter uniting the West Branch with the East Branch at Medway, it flows past the city of Bangor.\nIt empties into the Atlantic Ocean in Penobscot Bay .
509	what is the status of the 416 fire in colorado	15297,15297	The 416 is active and has had major impacts on tourism and commerce for communities in the southwest portion of Colorado.::The 416 fire is active and as of July 2, 2018 has burned over 55,000 acres. It is one of the largest wildfires in Colorado 's history and has had major impacts on tourism and commerce.
510	the fire and the rain summary by girish karnad	-1	-
511	wizards of waverly place does max turn back into a boy	-1	-
512	federal application for student aid (fafsa) is true	-1	-
513	what did the committee of public safety do during the french revolution	28100	The Committee of Public Safety succeeded the previous Committee of General Defence and assumed its role of protecting the newly established republic against foreign attacks and internal rebellion.  The Committee tried to meet the dangers of a coalition of European nations and counter-revolutionary forces within the country.
514	where is mount logan located on a map	2472,2472	Mount Logan / ˈloʊɡən / is the highest mountain in Canada, and it is located within Kluane National Park Reserve in southwestern Yukon , less than 40 kilometres ( 25 mi ) north of the Yukon / Alaska border.::Mount Logan is the highest mountain in Canada, and it is located within Kluane National Park Reserve in southwestern Yukon , less than 40 kilometres ( 25 mi ) north of the Yukon / Alaska border.
515	what episode of family guy does meg get pregnant	4096	The episode that ends with Peter introducing a live action clip of Conway Twitty is the one where Meg shocks the family when she announces that she is pregnant.
516	when do they throw fish at pike place market	20428	A typical routine will involve a customer ordering a fish , with their fishmongers in orange rubber overalls and boots calling out the order , which is loudly shouted back by all the other staff , at which point the original fishmonger will throw the customer 's fish behind the counter for wrapping. At times , the fish market staff will throw a foam fish into the crowd to scare bystanders , or select a customer from the crowds to participate in the fish toss.
517	where do you get an at hop card	1978	NA::You can purchase a card online , at ticket machines , at ticketing offices , and at selected retail outlets such as bookshops .
518	who sang joshua fought the battle of jericho	9396,9396	The first recorded version of Joshua Fit the Battle of Jericho was by Harrod 's Jubilee Singers , on Paramount Records No. 12116. Later recordings include those by Paul Robeson ( 1925 ) , Mahalia Jackson ( 1958 ) , Clara Ward , and Hugh Laurie ( 2011 ) among many others.::The first recorded version of Joshua Fit the Battle of Jericho was by Harrod 's Jubilee Singers.  Later recordings include those by Paul Robeson , Mahalia Jackson , Clara Ward , and Hugh Laurie among many others.
519	how does printmaking differ from other forms of art	-1	-
520	who is quality of human being is necessary to lead a happy life	22157	Researchers have begun in recent times to distinguish two aspects of personal well - being : Emotional well - being , in which respondents are asked about the quality of their everyday emotional experiences -- the frequency and intensity of their experiences of , for example , joy , stress , sadness , anger , and affection -- and life evaluation , in which respondents are asked to think about their life in general and evaluate it against a scale .\nQuality of life can simply mean happiness , the subjective state of mind .
521	no other baby paul mccartney & david gilmour	-1	-
522	when were books of the new testament written	7143	The discovery of some New Testament manuscripts and fragments from the 2nd and 3rd centuries , one of which dates as early as 125, disproves a 3rd - century date of composition for any book now in the New Testament.  Some of the books of the New Testament must have been in circulation by the end of the first century.
523	what is the exchange particle for strong nuclear force	22535	The nuclear force, resulting from the exchange of mesons between neighboring nucleons, is a residual effect of the strong force.
524	describe the components of current in npn transistor	16327	NPN is one of the two types of bipolar transistors , consisting of a layer of P - doped semiconductor ( the `` base '' ) between two N - doped layers .\nThat is , when there is a positive potential difference measured from the base of an NPN transistor to its emitter ( that is , when the base is high relative to the emitter ) , as well as a positive potential difference measured from the collector to the emitter , the transistor becomes active .
525	which method of forecasting uses averages to predict future weather	2085,2086,2086,2087	Seasonality, in which data experiences regular and predictable changes which recur every calendar year, is the method of forecasting, where averages are used to calculate the seasonal index of the season.
526	who is the longest running character on general hospital	10595	The longest running character in General Hospital is Dr. Monica Quartermaine who has been portrayed by Leslie Charleson since August 17 , 1977 .
527	the settlers were attracted to oregon for all of the following reasons except	-1	-
528	three ways you can express your views and influence government	-1	-
529	what was the purpose for building the monuments in the horyu ji area	4105	The temple was originally commissioned by Prince Shōtoku. Hōryū-ji was dedicated to Yakushi Nyorai, the Buddha of healing and in honor of the prince's father.
530	when is the segment making a contribution to the corporate bottom line	-1	-
531	what is the difference between senate and house of rep	20204,20205,20205,20206	The members of the House of Representatives serve two - year terms representing the people of a single constituency, known as a `` district ''. Congressional districts are apportioned to states by population using the United States Census results. Each state, regardless of population or size, has two senators. Each senator is elected at - large in their state for a six - year term, with terms staggered, so every two years approximately one - third of the Senate is up for election.
532	where are the falls in marble falls texas	28440,28439	The falls for which the city is named are now underwater but are revealed every few years when the lake is lowered. \n The natural lake and waterfall were covered when the Colorado River was dammed with the completion of Max Starcke Dam in 1951.::Marble Falls, Texas is located in southern Burnet County at 30 ° 34 ′ N 98 ° 17 ′ W ﻿ / ﻿ 30.567 ° N 98.283 ° W ﻿ / 30.567 ; - 98.283 ( 30.5741 , - 98.2782 ) , on the banks of Lake Marble Falls . The former falls were flooded by the lake , which was created by a shelf of limestone running diagonally across the Colorado River from northeast to southwest. The falls for which the city is named are now underwater but are revealed every few years when the lake is lowered .
533	under the constitution of coahuila y tejas the governor	-1	-
534	when is the new andi mack coming out	-1	-
535	what is the highest mountain peak in hawaii	2424,2427,2430,2432,2433,2436,2438,2440,2445	Mauna Kea is the highest mountain peak in the state of Hawaii .
536	what are the sirens in o brother where art thou	2274	There are three women washing clothes and singing . Delmar is convinced the women were Sirens.::Delmar is convinced three women, who washed clothes, sang, and drugged them with corn whiskey and they lose consciousness, were Sirens.
537	which are the two states that flank new delhi's borders	-1	-
538	who sang time keeps on slipping into the future	-1	-
539	what was the motive of british government for the partition of bengal	11812	The provincial state of Bengal had an area of 490,000 km and a population of nearly 78.5 million, making it a huge administrative entity. With the growing efforts of the Indian freedom fighters to secure the independence of India, Lord Curzon decided to address both these problems by partitioning Bengal into two entities, which would result in a Muslim-majority in the eastern half, and a Hindu-majority in the western half. This he hoped would reduce the administrative pressures.
540	un convention on the prevention and punishment of genocide	-1	-
541	what is the youngest age you can marry in the usa	22688	Unlike most Western countries , 18 of the U.S. states do not have a legal minimum age of marriage . Over the past 15 years , more than 200,000 minors married in US , and in Tennessee girls as young as 10 were married in 2001 , before the state finally set a minimum age of 17 in 2018 . In the 32 states which have an absolute minimum age set by statute , this age varies between 14 and 18.
542	where did the term out of left field come from	27327,27327	``Out of left field'' is American slang meaning ``unexpectedly'', ``odd'' or ``strange''. The phrase came from baseball terminology referring to the area covered by the left fielder who has the farthest throw to first base. Also Cook County Hospital had a mental institution behind left field and patients could be heard yelling and screaming things at fans behind the left field wall.::"Out of left field'' is American slang meaning ``unexpectedly'', ``odd'' or ``strange''. The phrase came from baseball terminology referring to the area covered by the left fielder who has the farthest throw to first base.
543	which direction do the easter island heads face	20573	The majority of the ahu are found along the coast and face inland towards the community. These moai face the community but given the small size of the island , also appear to face the coast.
544	where does it snow the most in north carolina	5237,5236	Snow in North Carolina is seen on a regular basis in the mountains.  Farther west in the Piedmont - Triad, the average grows to approximately 9 inches.  During the 1993 Storm of the Century, Newfound Gap received more than 36 inches of snow with drifts more than 5 feet, while Mount Mitchell measured over 4 feet of snow with drifts to 14 feet.::Snow in North Carolina is seen on a regular basis in the mountains.
545	what is the significance of the mandala motif in the solid mandala	-1	-
546	how do you become the governor general of canada	28048,28048	The Governor General of Canada (French : Gouverneure générale du Canada) is the federal viceregal representative of the Canadian monarch, currently Queen Elizabeth II. The Queen, on the advice of her Canadian prime minister, appoints a governor general to carry out most of her constitutional and ceremonial duties.::The Governor General of Canada is the federal viceregal representative of the Canadian monarch, currently Queen Elizabeth II. The Queen, on the advice of her Canadian prime minister, appoints a governor general to carry out most of her constitutional and ceremonial duties.
547	who bought the old london bridge and where is it now	8390	The old London Bridge was purchased by Robert P. McCulloch and relocated to Lake Havasu City, Arizona, linking an island in the Colorado River with the main part of the city.
548	where does the bronx get its name from	9129,9129	The origin of the person of Jonas Bronck ( c. 1600 -- 43 ) is contested, but Bronck was the first recorded European settler in the area now known as the Bronx.::The Bronx gets its name from the person of Jonas Bronck ( c. 1600 -- 43 ) who was the first recorded European settler in the area.
549	how has australia been influenced by other cultures	-1	-
550	when did the emperor lose power in japan	22481	Since the establishment of the first shogunate in 1199, the Emperors of Japan have rarely taken on a role as supreme battlefield commander.  In fact, between 1192 and 1867, the shōguns, or their shikken regents in Kamakura (1203 -- 1333), were the de facto rulers of Japan.  In recent days, since the enactment of the 1947 Constitution, he has been a ceremonial head of state without even nominal political powers.::Since the establishment of the first shogunate in 1199, the Emperors of Japan have rarely taken on a role as supreme battlefield commander. In fact, between 1192 and 1867, the shōguns, or their shikken regents in Kamakura (1203 -- 1333), were the de facto rulers of Japan.
551	ye un dino ki baat hai serial sony	-1	-
552	i'm coming out you better get this party started	-1	-
553	what species of fish are in lake michigan	20749	Lake Michigan was originally home to lake whitefish , lake trout , yellow perch , panfish , largemouth bass , smallmouth bass and bowfin , as well as some species of catfish. Lake Michigan is now stocked annually with steelhead , brown trout , and coho and chinook salmon , which have also begun natural reproduction in some Lake Michigan tributaries. However , several introduced invasive species , such as lampreys , round goby , zebra mussels and quagga mussels , continue to cause major changes in water clarity and fertility , resulting in knock - on changes to Lake Michigan 's ecosystem , threatening the vitality of native fish populations.
554	where did the pilgrims come from and how did they arrive in plymouth	15464	The Pilgrims ' leadership came from the religious congregations of Brownist separatist Puritans who had fled the volatile political environment in England for the relative calm and tolerance of 17th - century Holland in the Netherlands .\nAs they were concerned that they might lose their English cultural identity if they remained in the Netherlands ,  they arranged with English investors to establish a new colony in North America .
555	is there a basketball team in las vegas	-1	-
556	were shakespeare's plays popular when he was alive	11957	It is difficult to assess Shakespeare's reputation in his own lifetime and shortly after.   That many of his plays were pirated suggests his popularity in the book market, and the regular patronage of his company by the court, culminating in 1603 when James I turned it into the `` King's Men,'' suggests his popularity among higher stations of society.  Modern plays were considered ephemeral and even somewhat disreputable entertainments by some contemporaries.  Some of Shakespeare's plays, particularly the history plays, were reprinted frequently in cheap quarto form; others took decades to reach a 3rd edition.
557	where did the queen's crown come from	-1	-
558	subsistence type of farming is practised in the following area	1946	Subsistence farming is present today in large parts of rural Africa, and parts of Asia and Latin America. It has also reappeared in Central and Eastern Europe within the transition economy since about 1990.::Subsistence farming continues today in large parts of rural Africa , and parts of Asia and Latin America .
559	who was the man in you're so vain	9348,9349,9349,9350	Carly Simon, who wrote and performed the song, state that the song referred to actor Warren Beatty besides two men she didn't reveal their names.::Carly Simon, who wrote and performed the song, states that the song referred to actor Warren Beatty besides two other men, whose names she did not reveal.
560	why did jamie kill her mom in halloween 4	21815	Jamie is possessed by Michael's spirit and stabs her foster mother, though not fatally.  Jamie is now apparently consumed by Michael's rage.
561	where does the term cherry picker come from	8029,8029	The term is based on the perceived process of harvesting fruit, the picker would be expected to only select the ripest and healthiest fruits . This can also give a false impression of the quality of the fruit, since it is only a sample and is not a representative sample.::The term is based on the perceived process of harvesting fruit, such as cherries.
562	where do guinea pigs sleep in the wild	4923,4923	Some domestic guinea pigs that have become feral by reintroduction into the wild frequently seek shelter in the burrows of other animals, as well as in crevices and tunnels formed by vegetation.::Wild cavies are found on grassy plains.  While they do not burrow themselves or build nests, they frequently seek shelter in the burrows of other animals, as well as in crevices and tunnels formed by vegetation.
563	the eyes of the dragon by stephen king	-1	-
564	difference between small signal and large signal model	-1	-
565	where did the movie safe haven take place	8506	Safe Haven took place in Boston and the small town of Southport, North Carolina.
566	what is the function of the endoplasmic reticulm	8220,8221,8221,8222	The endoplasmic reticulum is a type of organelle found in eukaryotic cells that forms an interconnected network of flattened, membrane-enclosed sacs or tube-like structures known as cisternae.  There are two types of endoplasmic reticulum: rough and smooth. The rough endoplasmic reticulum is studded with ribosomes that are the sites of protein synthesis, and the smooth endoplasmic reticulum functions in lipid manufacture and metabolism, the production of steroid hormones, and detoxification.
567	has the university of kentucky ever won a national championship in football	22073	The NCAA has never officially recognized a national champion from among the bowl coalition institutions.  In 1950, Kentucky would go on to beat Oklahoma in the Sugar Bowl, however, they are still not recognized as national champions for that year.
568	where does the saying uncle sam come from	-1	-
569	when did tom brady play in the pro bowl	-1	-
570	who has played chad dimera on days of our lives	2336	The role was originated by Casey Jon Deidrick on June 19, 2009.  Billy Flynn currently portrays the role, making his first appearance on September 12, 2014.::Billy Flynn currently plays the role of Chad DiMera on Days of Our Lives. The role was originated by Casey Jon Deidrick.
571	who's birthday is on the 16th of september	-1	-
572	who trained the continental army at valley forge	2105	Friedrich Wilhelm von Steuben arrived at Valley Forge on February 23 , 1778 , and reported for duty as a volunteer.\n He turned the volunteers into a great army ''
573	is a pick up truck a commercial vehicle	-1	-
574	what is the meaning of rihanna's song diamonds	9942	The Herald Sun asserted that the lyrics were most likely inspired by Rihanna 's private life .\nShe embraces the positivity and fulfillment of a realized relationship , particularly with the line `` When you hold me , I 'm alive '' , and admits `` I knew that we 'd become one right away '' .::The Herald Sun asserted that the lyrics were most likely inspired by Rihanna 's private life . Lyrically , `` Diamonds '' is a departure from Rihanna 's recurring themes of unhealthy relationships on her other songs , and contains a prominent concept of love . She embraces the positivity and fulfillment of a realized relationship , particularly with the line `` When you hold me , I 'm alive '' , and admits `` I knew that we 'd become one right away '' .
575	what factors led to the rise of national economies	-1	-
576	orange is the new black season 1 episode 1 recap	-1	-
577	what is the defense of marriage act 1996	15878	The Defense of Marriage Act, enacted September 21 , 1996, was a United States federal law that , prior to being ruled unconstitutional , defined marriage for federal purposes as the union of one man and one woman , and allowed states to refuse to recognize same - sex marriages granted under the laws of other states.
578	who are the sirens in brother where art thou	22214,22214	Delmar is convinced that the three women washing clothes and singing were Sirens.::Delmar is convinced that the three women who drugged him and the group with corn whiskey were Sirens.
579	who are the characters on young and the restless	-1	-
580	visa on arrival for indian passport holders in kenya	-1	-
581	when was season one of stranger things filmed	14763,14825,14826	The filming of Stranger Things' first season began in November 2015 and concluded in early 2016.
582	when did primates appear in the fossil record	-1	-
583	where can i find dragon ball super english dubbed	27356	Dragon Ball Super received an English language dub that premiered on the Toonami channel in Southeast Asia and India. Toei Animation Europe announced that it would be broadcast in English speaking Africa. Funimation's English dub of Dragon Ball Super started airing on Adult Swim 's Toonami block.
584	how many silent hill movies did they make	-1	-
585	summarize the structure and function of the cell membrane	-1	-
586	my first love was a castle in the sky	-1	-
587	what did the cast of stranger things make	-1	-
588	when was the berlin wall built and why	21325	The Berlin Wall was constructed starting on 13 August 1961, and was a guarded concrete barrier that physically and ideologically divided Berlin from 1961 to 1989.  The Eastern Bloc portrayed the Wall as protecting its population from fascist elements conspiring to prevent the `` will of the people '' in building a socialist state in East Germany.
589	is the new star wars movie a remake of the original	-1	-
590	jodeci the show the afterparty the hotel album	-1	-
591	when does izzie get cancer in grey's anatomy	28218,28218	Izzie is concerned when she begins hallucinating Denny and eventually, she discovers she has metastatic melanoma which has spread to her liver, skin, and brain, causing the hallucinations.  When her condition worsens, Derek discovers a second brain tumor.::Izzie is concerned when she begins hallucinating Denny and eventually, she discovers she has metastatic melanoma which has spread to her liver, skin, and brain, causing the hallucinations.
592	where do refugees come from to australia 2017	-1	-
593	list of celebrities who have a hollywood star	-1	-
594	who sings the song story of an artist	1266,1267	Daniel Johnston sings``The story of an artist''::NA
595	what is the process of somatic cell nuclear transfer	3718	The process of somatic cell nuclear transplant involves two different cells. The first being a female gamete, known as the ovum (egg / oocyte). The second being a somatic cell, referring to the cells of the human body.  In human SCNT (Somatic Cell Nuclear Transfer) experiments, these eggs are obtained through consenting donors, utilizing ovarian stimulation. The nucleus of the donor egg cell is removed and discarded, leaving it 'deprogrammed'. What is left is a somatic cell and an denucleated egg cell, these are then fused by inserting the somatic cell into the 'empty' ovum. The ovum, now containing the somatic cell's nucleus, is stimulated with a shock and will begin to divide. The egg is now viable and capable of producing an adult organism containing all the necessary genetic information from just one parent.
596	is eugene from walking dead really a scientist	22517,22518,22518,22519	Dr. Eugene Porter claims to be a scientist who knows the cure to the zombie plague, eventually it is revealed that Eugene is not a scientist, but a high school science teacher.
597	how many ots are there in the nfl	9050,9099,9101	During the regular season in the NFL , only one overtime period is played, whereas in the playoffs , 15 - minute overtime periods continue until a winner is determined .
